level,file,occurrences,route_like_snippet
LIV-008,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Keep stereo order intact for broadcast feeds.""
],
""learning"": [
""Broadcast split"",
""Record output""
]
},
{
""id"": ""LIV-008"",
""environment"": ""live"",
""title"": ""Talkback to monitor system"",
""brief"": ""Route talkback into the monitor send path without feeding mains."",
""difficulty"": 1,
""required"": [
[
""Talkback Mic"",
""Stage Box Input 14""
""Talkback Output"",
""In-Ear B Input"""
LIV-009,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""ok"": false,
""reason"": ""This is a known bad route for the level. It would send signal to the wrong place or create an unsafe workflow.""
}
],
""explanation"": ""This level replaces blank patching with troubleshooting. The player must recognize why one route is wrong.""
},
{
""id"": ""LIV-009"",
""environment"": ""live"",
""title"": ""Keyboard stereo inputs"",
""brief"": ""Patch stereo keyboard DIs into adjacent stagebox inputs."",
""difficulty"": 1,
""required"": [
[
""Keys L DI"",
""Stage Box Input 7""
""Keys R DI"",
""Stage Box Input 8""
]"
LIV-010,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Stereo stage inputs should not be crossed.""
],
""learning"": [
""Stereo DI"",
""Stagebox order""
]
},
{
""id"": ""LIV-010"",
""environment"": ""live"",
""title"": ""Main PA amp feed"",
""brief"": ""Patch the console mains into the system processor, then patch the processor outputs into the main PA amplifier inputs."",
""difficulty"": 1,
""required"": [
[
""Main L Output"",
""System Processor L In""
""Main R Output"",
""System Processor R In"""
LIV-011,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Do not patch processor input jacks into amplifier inputs. The back-panel path is console output → processor input → processor output → amp input.""
],
""learning"": [
""System processing"",
""PA feed""
]
},
{
""id"": ""LIV-011"",
""environment"": ""live"",
""title"": ""Lead Vocal Mic to FOH"",
""brief"": ""Patch Lead Vocal Mic into the stagebox and feed mains to system processing."",
""difficulty"": 2,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 11""
""Main L Output"",
""System Processor L In"""
LIV-012,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stagebox input"",
""Main PA feed""
""time"": 260
},
{
""id"": ""LIV-012"",
""environment"": ""live"",
""title"": ""Vocal wedge mix 4"",
""brief"": ""Patch a vocal monitor aux to the wedge input."",
""difficulty"": 2,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 1""
""FOH Aux 1 Output"",
""Vocal Wedge Input"""
LIV-013,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Monitor aux"",
""Wedge routing""
""time"": 260
},
{
""id"": ""LIV-013"",
""environment"": ""live"",
""title"": ""Stereo IEM send 1"",
""brief"": ""Patch stereo aux outputs into the IEM transmitter."",
""difficulty"": 2,
""required"": [
[
""FOH Aux 5 L Output"",
""IEM TX A Left Input""
""FOH Aux 5 R Output"",
""IEM TX A Right Input"""
LIV-014,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""ADR Booth Headphone Amp"",
""Phone Hybrid""
],
""explanation"": ""This level replaces the patch board with a system-design decision: identify the pieces that actually belong in the room.""
},
""time"": 260
{
""id"": ""LIV-014"",
""environment"": ""live"",
""title"": ""Front fill matrix"",
""brief"": ""Patch matrix output to front-fill processing while mains remain active."",
""difficulty"": 2,
""required"": [
[
""Matrix 1 Output"",
""Front Fill Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-015,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Matrix routing"",
""Speaker zones""
""time"": 260
},
{
""id"": ""LIV-015"",
""environment"": ""live"",
""title"": ""Sub matrix feed"",
""brief"": ""Patch sub matrix output to the sub processor."",
""difficulty"": 2,
""required"": [
[
""Matrix 2 Output"",
""Sub Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-016,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Sub routing"",
""Matrix outputs""
""time"": 260
},
{
""id"": ""LIV-016"",
""environment"": ""live"",
""title"": ""Delay tower route"",
""brief"": ""Patch a matrix output to the delay tower processor."",
""difficulty"": 2,
""required"": [
[
""Matrix 3 Output"",
""Delay Tower Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-017,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Delay tower"",
""Matrix feed""
""time"": 260
},
{
""id"": ""LIV-017"",
""environment"": ""live"",
""title"": ""Broadcast split"",
""brief"": ""Patch broadcast split outputs for a recorder or stream feed."",
""difficulty"": 2,
""required"": [
[
""Broadcast Split L"",
""Record Out L""
""Broadcast Split R"",
""Record Out R"""
LIV-018,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""reason"": ""This is a known bad route for the level. It would send signal to the wrong place or create an unsafe workflow.""
}
],
""explanation"": ""This level replaces blank patching with troubleshooting. The player must recognize why one route is wrong.""
},
""time"": 260
{
""id"": ""LIV-018"",
""environment"": ""live"",
""title"": ""Talkback to monitor system"",
""brief"": ""Route talkback into the monitor send path without feeding mains."",
""difficulty"": 2,
""required"": [
[
""Talkback Mic"",
""Stage Box Input 14""
""Talkback Output"",
""In-Ear B Input"""
LIV-019,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Talkback"",
""Monitor communication""
""time"": 260
},
{
""id"": ""LIV-019"",
""environment"": ""live"",
""title"": ""Keyboard stereo inputs"",
""brief"": ""Patch stereo keyboard DIs into adjacent stagebox inputs."",
""difficulty"": 2,
""required"": [
[
""Keys L DI"",
""Stage Box Input 7""
""Keys R DI"",
""Stage Box Input 8"""
LIV-020,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stereo DI"",
""Stagebox order""
""time"": 260
},
{
""id"": ""LIV-020"",
""environment"": ""live"",
""title"": ""Main PA amp feed"",
""brief"": ""Patch the console mains into the system processor, then patch the processor outputs into the main PA amplifier inputs."",
""difficulty"": 2,
""required"": [
[
""Main L Output"",
""System Processor L In""
""Main R Output"",
""System Processor R In"""
LIV-021,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""Do not patch processor input jacks into amplifier inputs. The back-panel path is console output → processor input → processor output → amp input.""
],
""learning"": [
""System processing"",
""PA feed""
]
},
{
""id"": ""LIV-021"",
""environment"": ""live"",
""title"": ""Lead Vocal Mic to FOH"",
""brief"": ""Patch Lead Vocal Mic into the stagebox and feed mains to system processing."",
""difficulty"": 3,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 9""
""Main L Output"",
""System Processor L In"""
LIV-022,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stagebox input"",
""Main PA feed""
""time"": 280
},
{
""id"": ""LIV-022"",
""environment"": ""live"",
""title"": ""Vocal wedge mix 2"",
""brief"": ""Patch a vocal monitor aux to the wedge input."",
""difficulty"": 3,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 1""
""FOH Aux 1 Output"",
""Vocal Wedge Input"""
LIV-023,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""correct"": false
}
],
""explanation"": ""This checkpoint replaces the patch board and tests the concept behind this environment before moving on.""
},
""time"": 280
{
""id"": ""LIV-023"",
""environment"": ""live"",
""title"": ""Stereo IEM send 1"",
""brief"": ""Patch stereo aux outputs into the IEM transmitter."",
""difficulty"": 3,
""required"": [
[
""FOH Aux 5 L Output"",
""IEM TX A Left Input""
""FOH Aux 5 R Output"",
""IEM TX A Right Input"""
LIV-024,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stereo aux"",
""IEM routing""
""time"": 280
},
{
""id"": ""LIV-024"",
""environment"": ""live"",
""title"": ""Front fill matrix"",
""brief"": ""Patch matrix output to front-fill processing while mains remain active."",
""difficulty"": 3,
""required"": [
[
""Matrix 1 Output"",
""Front Fill Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-025,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,2,"-webkit-overflow-scrolling:touch;
}
#paths{
min-height:0!important;
</style>
<style id=""sf-live-native-liv025-prehide"">
/* LIV-025 native renderer: prevent the legacy front UI from flashing before native mount. */
main.level-liv-025 .patchbay-wrap.front-panel-view .hybrid-board,
main.level-liv-025 .patchbay-wrap.front-panel-view .live-ui-grid,
main.level-liv-025 .patchbay-wrap.front-panel-view .device-card {
opacity: 0.035 !important;
filter: blur(1px) !important;
pointer-events: none !important;
main.level-liv-025 .patchbay-wrap.front-panel-view .sf-live-native-layer,
main.level-liv-025 .patchbay-wrap.front-panel-view .sf-live-native-layer * {
opacity: 1 !important;
filter: none !important;
],
""learning"": [
""Matrix routing"",
""Speaker zones""
""time"": 280
},
{
""id"": ""LIV-025"",
""environment"": ""live"",
""title"": ""Sub matrix feed"",
""brief"": ""Patch Aux 2 to the crossover sub input."",
""difficulty"": 3,
""required"": [
[
""Aux 2 Output"",
""Sub Input""
""Main L Output"",
""System Processor L In"""
LIV-026,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,2,"main.level-liv-025 .patchbay-wrap.front-panel-view .sf-live-native-layer,
main.level-liv-025 .patchbay-wrap.front-panel-view .sf-live-native-layer * {
opacity: 1 !important;
filter: none !important;
}
</style>
<style id=""sf-live-native-liv026-prehide"">
/* LIV-026 native renderer: prevent the legacy front UI from flashing before native mount. */
main.level-liv-026 .patchbay-wrap.front-panel-view .hybrid-board,
main.level-liv-026 .patchbay-wrap.front-panel-view .live-ui-grid,
main.level-liv-026 .patchbay-wrap.front-panel-view .device-card {
opacity: 0.035 !important;
filter: blur(1px) !important;
pointer-events: none !important;
main.level-liv-026 .patchbay-wrap.front-panel-view .sf-live-native-layer,
main.level-liv-026 .patchbay-wrap.front-panel-view .sf-live-native-layer * {
],
""learning"": [
""Sub routing"",
""Aux outputs""
""time"": 280
},
{
""id"": ""LIV-026"",
""environment"": ""live"",
""title"": ""Delay tower route"",
""brief"": ""Patch Aux 3 to delay."",
""difficulty"": 3,
""required"": [
[
""Aux 3 Output"",
""Delay""
""Main L Output"",
""System Processor L In"""
LIV-027,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Delay tower"",
""Aux feed""
""time"": 280
},
{
""id"": ""LIV-027"",
""environment"": ""live"",
""title"": ""Broadcast split"",
""brief"": ""Patch broadcast split outputs for a recorder or stream feed."",
""difficulty"": 3,
""required"": [
[
""Broadcast Split L"",
""Record Out L""
""Broadcast Split R"",
""Record Out R"""
LIV-028,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""ADR Booth Headphone Amp"",
""Phone Hybrid""
],
""explanation"": ""This level replaces the patch board with a system-design decision: identify the pieces that actually belong in the room.""
},
""time"": 280
{
""id"": ""LIV-028"",
""environment"": ""live"",
""title"": ""Talkback to monitor system"",
""brief"": ""Route talkback into the in-ear monitor path without feeding mains."",
""difficulty"": 3,
""required"": [
[
""Talkback Mic"",
""Stage Box Input 14""
""Talkback Output"",
""In-Ear B In"""
LIV-029,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Talkback"",
""Monitor communication""
""time"": 280
},
{
""id"": ""LIV-029"",
""environment"": ""live"",
""title"": ""Keyboard stereo inputs"",
""brief"": ""Patch stereo keyboard DIs into adjacent stagebox inputs."",
""difficulty"": 3,
""required"": [
[
""Keys L DI"",
""Stage Box Input 7""
""Keys R DI"",
""Stage Box Input 8"""
LIV-030,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stereo DI"",
""Stagebox order""
""time"": 280
},
{
""id"": ""LIV-030"",
""environment"": ""live"",
""title"": ""Main PA amp feed"",
""brief"": ""Patch the console mains into the system processor, then patch the processor outputs into the main PA amplifier inputs."",
""difficulty"": 3,
""required"": [
[
""Main L Output"",
""System Processor L In""
""Main R Output"",
""System Processor R In"""
LIV-031,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""System processing"",
""PA feed""
""time"": 280
},
{
""id"": ""LIV-031"",
""environment"": ""live"",
""title"": ""Lead Vocal Mic to FOH"",
""brief"": ""Patch Lead Vocal Mic into the stagebox and feed mains to system processing."",
""difficulty"": 4,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 5""
""Main L Output"",
""System Processor L In"""
LIV-032,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""reason"": ""This is a known bad route for the level. It would send signal to the wrong place or create an unsafe workflow.""
}
],
""explanation"": ""This level replaces blank patching with troubleshooting. The player must recognize why one route is wrong.""
},
""time"": 300
{
""id"": ""LIV-032"",
""environment"": ""live"",
""title"": ""Vocal wedge mix 4"",
""brief"": ""Patch a vocal monitor aux to the wedge input."",
""difficulty"": 4,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 1""
""FOH Aux 1 Output"",
""Vocal Wedge Input"""
LIV-033,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Monitor aux"",
""Wedge routing""
""time"": 300
},
{
""id"": ""LIV-033"",
""environment"": ""live"",
""title"": ""Stereo IEM send 1"",
""brief"": ""Patch stereo aux outputs into the IEM transmitter."",
""difficulty"": 4,
""required"": [
[
""FOH Aux 5 L Output"",
""IEM TX A Left Input""
""FOH Aux 5 R Output"",
""IEM TX A Right Input"""
LIV-034,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stereo aux"",
""IEM routing""
""time"": 300
},
{
""id"": ""LIV-034"",
""environment"": ""live"",
""title"": ""Front fill matrix"",
""brief"": ""Patch matrix output to front-fill processing while mains remain active."",
""difficulty"": 4,
""required"": [
[
""Matrix 1 Output"",
""Front Fill Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-035,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Matrix routing"",
""Speaker zones""
""time"": 300
},
{
""id"": ""LIV-035"",
""environment"": ""live"",
""title"": ""Sub matrix feed"",
""brief"": ""Patch sub matrix output to the sub processor."",
""difficulty"": 4,
""required"": [
[
""Matrix 2 Output"",
""Sub Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-036,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Sub routing"",
""Matrix outputs""
""time"": 300
},
{
""id"": ""LIV-036"",
""environment"": ""live"",
""title"": ""Delay tower route"",
""brief"": ""Patch a matrix output to the delay tower processor."",
""difficulty"": 4,
""required"": [
[
""Matrix 3 Output"",
""Delay Tower Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-037,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""correct"": false
}
],
""explanation"": ""This checkpoint replaces the patch board and tests the concept behind this environment before moving on.""
},
""time"": 300
{
""id"": ""LIV-037"",
""environment"": ""live"",
""title"": ""Broadcast split"",
""brief"": ""Patch broadcast split outputs for a recorder or stream feed."",
""difficulty"": 4,
""required"": [
[
""Broadcast Split L"",
""Record Out L""
""Broadcast Split R"",
""Record Out R"""
LIV-038,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Broadcast split"",
""Record output""
""time"": 300
},
{
""id"": ""LIV-038"",
""environment"": ""live"",
""title"": ""Talkback to monitor system"",
""brief"": ""Route talkback into the monitor send path without feeding mains."",
""difficulty"": 4,
""required"": [
[
""Talkback Mic"",
""Stage Box Input 14""
""Talkback Output"",
""In-Ear B Input"""
LIV-039,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Talkback"",
""Monitor communication""
""time"": 300
},
{
""id"": ""LIV-039"",
""environment"": ""live"",
""title"": ""Keyboard stereo inputs"",
""brief"": ""Patch stereo keyboard DIs into adjacent stagebox inputs."",
""difficulty"": 4,
""required"": [
[
""Keys L DI"",
""Stage Box Input 7""
""Keys R DI"",
""Stage Box Input 8"""
LIV-040,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stereo DI"",
""Stagebox order""
""time"": 300
},
{
""id"": ""LIV-040"",
""environment"": ""live"",
""title"": ""Main PA amp feed"",
""brief"": ""Patch the console mains into the system processor, then patch the processor outputs into the main PA amplifier inputs."",
""difficulty"": 4,
""required"": [
[
""Main L Output"",
""System Processor L In""
""Main R Output"",
""System Processor R In"""
LIV-041,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""System processing"",
""PA feed""
""time"": 300
},
{
""id"": ""LIV-041"",
""environment"": ""live"",
""title"": ""Lead Vocal Mic to FOH"",
""brief"": ""Patch Lead Vocal Mic into the stagebox and feed mains to system processing."",
""difficulty"": 5,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 5""
""Main L Output"",
""System Processor L In"""
LIV-042,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""ADR Booth Headphone Amp"",
""Phone Hybrid""
],
""explanation"": ""This level replaces the patch board with a system-design decision: identify the pieces that actually belong in the room.""
},
""time"": 340
{
""id"": ""LIV-042"",
""environment"": ""live"",
""title"": ""Vocal wedge mix 2"",
""brief"": ""Patch a vocal monitor aux to the wedge input."",
""difficulty"": 5,
""required"": [
[
""Lead Vocal Mic"",
""Stage Box Input 1""
""FOH Aux 1 Output"",
""Vocal Wedge Input"""
LIV-043,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Monitor aux"",
""Wedge routing""
""time"": 340
},
{
""id"": ""LIV-043"",
""environment"": ""live"",
""title"": ""Stereo IEM send 1"",
""brief"": ""Patch stereo aux outputs into the IEM transmitter."",
""difficulty"": 5,
""required"": [
[
""FOH Aux 5 L Output"",
""IEM TX A Left Input""
""FOH Aux 5 R Output"",
""IEM TX A Right Input"""
LIV-044,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stereo aux"",
""IEM routing""
""time"": 340
},
{
""id"": ""LIV-044"",
""environment"": ""live"",
""title"": ""Front fill matrix"",
""brief"": ""Patch matrix output to front-fill processing while mains remain active."",
""difficulty"": 5,
""required"": [
[
""Matrix 1 Output"",
""Front Fill Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-045,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Matrix routing"",
""Speaker zones""
""time"": 340
},
{
""id"": ""LIV-045"",
""environment"": ""live"",
""title"": ""Sub matrix feed"",
""brief"": ""Patch sub matrix output to the sub processor."",
""difficulty"": 5,
""required"": [
[
""Matrix 2 Output"",
""Sub Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-046,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"""correct"": false
}
],
""explanation"": ""This checkpoint replaces the patch board and tests the concept behind this environment before moving on.""
},
""time"": 340
{
""id"": ""LIV-046"",
""environment"": ""live"",
""title"": ""Delay tower route"",
""brief"": ""Patch a matrix output to the delay tower processor."",
""difficulty"": 5,
""required"": [
[
""Matrix 3 Output"",
""Delay Tower Processor Input""
""Main L Output"",
""System Processor L In"""
LIV-047,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Delay tower"",
""Matrix feed""
""time"": 340
},
{
""id"": ""LIV-047"",
""environment"": ""live"",
""title"": ""Broadcast split"",
""brief"": ""Patch broadcast split outputs for a recorder or stream feed."",
""difficulty"": 5,
""required"": [
[
""Broadcast Split L"",
""Record Out L""
""Broadcast Split R"",
""Record Out R"""
LIV-048,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Broadcast split"",
""Record output""
""time"": 340
},
{
""id"": ""LIV-048"",
""environment"": ""live"",
""title"": ""Talkback to monitor system"",
""brief"": ""Route talkback into the monitor send path without feeding mains."",
""difficulty"": 5,
""required"": [
[
""Talkback Mic"",
""Stage Box Input 14""
""Talkback Output"",
""In-Ear B Input"""
LIV-049,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Talkback"",
""Monitor communication""
""time"": 340
},
{
""id"": ""LIV-049"",
""environment"": ""live"",
""title"": ""Keyboard stereo inputs"",
""brief"": ""Patch stereo keyboard DIs into adjacent stagebox inputs."",
""difficulty"": 5,
""required"": [
[
""Keys L DI"",
""Stage Box Input 7""
""Keys R DI"",
""Stage Box Input 8"""
LIV-050,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"],
""learning"": [
""Stereo DI"",
""Stagebox order""
""time"": 340
},
{
""id"": ""LIV-050"",
""environment"": ""live"",
""title"": ""Main PA amp feed"",
""brief"": ""Patch the console mains into the system processor, then patch the processor outputs into the main PA amplifier inputs."",
""difficulty"": 5,
""required"": [
[
""Main L Output"",
""System Processor L In""
""Main R Output"",
""System Processor R In"""
LIV-113,launch/Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html,1,"training:{ type:'diagnose', label:'Diagnose', prompt:'Symptom: the remote caller hears an echo of their own voice.', symptom:'Caller hears themselves delayed in the return feed.', patches:[
{text:'Phone Hybrid Receive → Broadcast Console Channel 5 Line Input', ok:true, reason:'This gets the caller into the console.'},
{text:'Program Bus Output → Phone Hybrid Send', ok:false, reason:'This is the diagnosis: full program includes the caller, so it feeds them back to themselves. Use the mix-minus output.'},
{text:'Mix-Minus 1 Output → Phone Hybrid Send', ok:true, reason:'Correct repair: mix-minus excludes the remote caller from the return.'}
], tools:['Listen','Trace','Confirm','Solve'], explanation:'Diagnosis uses a symptom and meter/tool context, not just a visible bad cable.' }
});
addOrReplaceLevel({
id:'LIV-113', environment:'live', title:'Show Mode: IEM Right Side Gone', brief:'During the set, restore the performer’s stereo IEM feed without touching the PA mains.', difficulty:3, time:150,
required:[['FOH Aux 5 L Output','IEM TX A Left Input'],['FOH Aux 5 R Output','IEM TX A Right Input'],['Lead Vocal Mic','Stage Box Input 1'],['Keys L DI','Stage Box Input 7'],['Keys R DI','Stage Box Input 8']],
forbidden:[['Main R Output','IEM TX A Right Input']],
system:['Show Mode simulates a live pressure fix.','Aux 5 L/R feeds the IEM transmitter; mains are not a monitor source.'],
notes:['Stereo repair must preserve both sides of the L/R pair.'],
learning:['Show pressure','Stereo IEM repair','Monitor vs mains'],
training:{ type:'show-mode', label:'Show Mode', prompt:'Mid-show symptom: the performer has only the left side of their IEM mix.', symptom:'Right IEM is silent while the show is running.', countdown:'Doors are open. Fix the monitor path without breaking the PA.', patches:[
{text:'FOH Aux 5 L Output → IEM TX A Left Input', ok:true, reason:'Left side is already correct.'},
{text:'Main R Output → IEM TX A Right Input', ok:false, reason:'Wrong family: mains are the audien"
LIV-001,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-002,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
LIV-003,launch/Signal_Flow_v1_41_17_NAV_WRAPPER.html,1,"<iframe id=""gameFrame"" title=""Signal Flow Game"" src=""Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html#/level/PST-103""></iframe>
</main>
</div>
<script>
(function(){
const GAME = 'Signal_Flow_v1_41_16_IR_NORMAL_LEVEL_FLOW_FIX.html';
const LEVELS = {
REC:['REC-001','REC-002','REC-003','REC-004','REC-005','REC-006'],
LIV:['LIV-001','LIV-002','LIV-003','LIV-004','LIV-005','LIV-006','LIV-013','LIV-113','LIV-213','LIV-214','LIV-215','LIV-216','LIV-217'],
BRD:['BRD-001','BRD-002','BRD-003','BRD-004','BRD-005','BRD-006','BRD-103','BRD-104'],
PST:['PST-001','PST-002','PST-003','PST-004','PST-005','PST-006','PST-102','PST-103'],
GAM:['GAM-001','GAM-002','GAM-003','GAM-004','GAM-005','GAM-006']
};
const frame = document.getElementById('gameFrame');
const envSelect = document.getElementById('envSelect');
const levelSelect = document.getElementById('levelSelect');
const manualLevel = document.getElementById('manualLevel');
const loadBtn = document.getElementById('loadBtn');
const homeBtn = document.getElementById('homeBtn');
function populate(env){
const ids = LEVELS[env] || LEVELS.PST;"
